,amount_req,app_date,loan_title,risk_score,dti,zip_code,state,emp_len,pol_code,gross_income
622,25000,1/1/2016,debt_consolidation,300.0,0.33149999999999996,073xx,NJ,0,0,75414.78
623,10000,1/1/2016,debt_consolidation,300.0,0.1056,605xx,IL,0,0,94696.97
624,10000,1/1/2016,debt_consolidation,300.0,0.2965,794xx,TX,0,0,33726.81
625,7500,1/1/2016,moving,797.0,0.0472,292xx,SC,0,0,158898.31
626,7000,1/1/2016,debt_consolidation,693.0,0.0209,016xx,MA,0,0,334928.23
627,25000,1/1/2016,debt_consolidation,610.0,1.047,431xx,OH,0,0,23877.75
628,3000,1/1/2016,debt_consolidation,300.0,0.0635,112xx,NY,0,0,47244.09
629,35000,1/1/2016,Debt consolidation,737.0,0.809,390xx,MS,0,0,43263.29
630,14000,1/1/2016,debt_consolidation,300.0,0.5540999999999999,639xx,MO,0,0,25266.2
631,5000,1/1/2016,debt_consolidation,300.0,0.23199999999999998,441xx,OH,0,0,21551.72
632,15000,1/1/2016,debt_consolidation,713.0,1.484,851xx,AZ,0,0,10107.82
633,35000,1/1/2016,debt_consolidation,300.0,0.5157,290xx,SC,5 years,0,67868.92
634,7000,1/1/2016,other,300.0,0.005600000000000001,900xx,CA,0,0,1250000.0
635,6000,1/1/2016,Debt consolidation,300.0,0.06,210xx,MD,9 years,0,100000.0
636,1000,1/1/2016,car,300.0,0.34,349xx,FL,0,0,2941.18
637,30000,1/1/2016,debt_consolidation,300.0,0.5566,551xx,MN,0,0,53898.67
638,35000,1/1/2016,credit_card,300.0,0.0745,208xx,MD,5 years,0,469798.66
639,2000,1/1/2016,other,300.0,0.2754,714xx,LA,0,0,7262.16
640,15000,1/1/2016,debt_consolidation,300.0,0.1553,840xx,UT,0,0,96587.25
641,5000,1/1/2016,debt_consolidation,300.0,0.1857,381xx,TN,0,0,26925.15
642,29000,1/1/2016,debt_consolidation,300.0,0.17629999999999998,112xx,NY,0,0,164492.34
643,8500,1/1/2016,other,300.0,0.2227,483xx,MI,0,0,38167.94
644,5000,1/1/2016,debt_consolidation,300.0,0.2079,310xx,GA,0,0,24050.02
645,5000,1/1/2016,debt_consolidation,300.0,0.21530000000000002,334xx,FL,0,0,23223.41
646,6000,1/1/2016,debt_consolidation,637.0,0.2949,420xx,KY,0,0,20345.88
647,7000,1/1/2016,debt_consolidation,300.0,0.34630000000000005,805xx,CO,0,0,20213.69
648,2000,1/1/2016,debt_consolidation,300.0,0.1825,112xx,NY,0,0,10958.9
649,35000,1/1/2016,credit_card,657.0,0.32289999999999996,305xx,GA,0,0,108392.69
650,8000,1/1/2016,other,300.0,0.009899999999999999,916xx,CA,0,0,808080.81
651,30000,1/1/2016,home_improvement,668.0,0.40259999999999996,331xx,FL,0,0,74515.65
652,15000,1/1/2016,debt_consolidation,300.0,0.4796,450xx,OH,0,0,31276.06
653,3000,1/1/2016,debt_consolidation,584.0,0.2286,207xx,MD,0,0,13123.36
654,15000,1/1/2016,medical,300.0,0.2591,471xx,IN,0,0,57892.71
655,15000,1/1/2016,Home improvement,680.0,0.2208,058xx,VT,10,0,67934.78
656,21000,1/1/2016,debt_consolidation,300.0,0.12369999999999999,333xx,FL,0,0,169765.56
657,1500,1/1/2016,debt_consolidation,300.0,0.11630000000000001,880xx,NM,5 years,0,12897.68
658,8000,1/1/2016,other,300.0,1.0312000000000001,103xx,NY,0,0,7757.95
659,5000,1/1/2016,debt_consolidation,300.0,0.1413,347xx,FL,0,0,35385.7
660,20000,1/1/2016,debt_consolidation,300.0,-0.01,605xx,IL,0,0,-2000000.0
661,2000,1/1/2016,medical,506.0,0.0096,373xx,TN,0,0,208333.33
662,5000,1/1/2016,home_improvement,300.0,0.3096,740xx,OK,0,0,16149.87
663,15000,1/1/2016,debt_consolidation,300.0,0.41359999999999997,750xx,TX,0,0,36266.92
664,1000,1/1/2016,major_purchase,300.0,0.3348,381xx,TN,0,0,2986.86
665,4000,1/1/2016,Credit card refinancing,300.0,0.1638,758xx,TX,1 year,0,24420.02
666,3000,1/1/2016,debt_consolidation,300.0,0.018799999999999997,334xx,FL,0,0,159574.47
667,1200,1/1/2016,other,300.0,0.0,119xx,NY,0,0,0.0
668,2000,1/1/2016,debt_consolidation,300.0,0.0252,482xx,MI,0,0,79365.08
669,5000,1/1/2016,debt_consolidation,300.0,0.2254,981xx,WA,0,0,22182.79
670,7000,1/1/2016,debt_consolidation,300.0,0.2214,032xx,NH,5 years,0,31616.98
671,10000,1/1/2016,other,300.0,-0.01,285xx,NC,5 years,0,-1000000.0
672,8500,1/1/2016,debt_consolidation,300.0,0.2993,922xx,CA,0,0,28399.6
673,1500,1/1/2016,debt_consolidation,300.0,0.4575,301xx,GA,0,0,3278.69
674,35000,1/1/2016,debt_consolidation,733.0,0.40979999999999994,689xx,NE,0,0,85407.52
675,10000,1/1/2016,debt_consolidation,300.0,0.1684,708xx,LA,0,0,59382.42
676,8000,1/1/2016,car,300.0,0.2096,468xx,IN,0,0,38167.94
677,10000,1/1/2016,debt_consolidation,300.0,0.141,549xx,WI,0,0,70921.99
678,15000,1/1/2016,debt_consolidation,300.0,0.3688,852xx,AZ,0,0,40672.45
679,15000,1/1/2016,debt_consolidation,300.0,0.284,301xx,GA,0,0,52816.9
680,15000,1/1/2016,Debt consolidation,300.0,0.1324,905xx,CA,10,0,113293.05
681,15000,1/1/2016,debt_consolidation,300.0,0.022400000000000003,344xx,FL,0,0,669642.86
682,10000,1/1/2016,debt_consolidation,589.0,0.5632,028xx,RI,0,0,17755.68
683,10000,1/1/2016,credit_card,300.0,0.4032,923xx,CA,0,0,24801.59
684,10000,1/1/2016,debt_consolidation,300.0,0.4401,423xx,KY,0,0,22722.11
685,15000,1/1/2016,Business Loan,300.0,-0.01,781xx,TX,0,0,-1500000.0
686,6000,1/1/2016,debt_consolidation,300.0,0.0075,181xx,PA,0,0,800000.0
687,2800,1/1/2016,credit_card,300.0,0.45280000000000004,652xx,MO,0,0,6183.75
688,15000,1/1/2016,debt_consolidation,300.0,0.2122,333xx,FL,5 years,0,70688.03
689,2000,1/1/2016,debt_consolidation,300.0,0.0086,328xx,FL,0,0,232558.14
690,2500,1/1/2016,debt_consolidation,300.0,0.11689999999999999,105xx,NY,0,0,21385.8
691,20000,1/1/2016,debt_consolidation,300.0,0.3522,080xx,NJ,0,0,56785.92
692,5000,1/1/2016,moving,300.0,0.1016,461xx,IN,0,0,49212.6
693,10000,1/1/2016,debt_consolidation,300.0,0.221,467xx,IN,0,0,45248.87
694,5200,1/1/2016,debt_consolidation,300.0,0.04650000000000001,161xx,PA,5 years,0,111827.96
695,22000,1/1/2016,credit_card,300.0,0.142,657xx,MO,5 years,0,154929.58
696,10000,1/1/2016,Credit card refinancing,300.0,0.21660000000000001,303xx,GA,10,0,46168.05
697,7500,1/1/2016,debt_consolidation,300.0,0.06309999999999999,071xx,NJ,0,0,118858.95
698,7000,1/1/2016,other,300.0,0.33149999999999996,631xx,MO,0,0,21116.14
699,7000,1/1/2016,Medical expenses,300.0,0.0447,088xx,NJ,7 years,0,156599.55
700,35000,1/1/2016,credit_card,300.0,0.6382,290xx,SC,5 years,0,54841.74
701,1500,1/1/2016,other,300.0,0.5357,350xx,AL,0,0,2800.07
702,20000,1/1/2016,debt_consolidation,300.0,0.22649999999999998,014xx,MA,0,0,88300.22
703,9000,1/1/2016,debt_consolidation,300.0,0.20079999999999998,550xx,MN,5 years,0,44820.72
704,15000,1/1/2016,debt_consolidation,300.0,-0.01,437xx,OH,5 years,0,-1500000.0
705,15000,1/1/2016,debt_consolidation,300.0,0.6315,326xx,FL,0,0,23752.97
706,1500,1/1/2016,other,300.0,-0.01,770xx,TX,0,0,-150000.0
707,10000,1/1/2016,debt_consolidation,300.0,0.1714,550xx,MN,5 years,0,58343.06
708,15000,1/1/2016,debt_consolidation,300.0,0.1527,102xx,NY,0,0,98231.83
709,6500,1/1/2016,debt_consolidation,300.0,0.10300000000000001,704xx,LA,0,0,63106.8
710,30000,1/1/2016,other,300.0,0.1635,852xx,AZ,0,0,183486.24
711,3000,1/1/2016,debt_consolidation,300.0,0.026099999999999998,300xx,GA,0,0,114942.53
712,5000,1/1/2016,major_purchase,300.0,0.212,292xx,SC,0,0,23584.91
713,10000,1/1/2016,home_improvement,300.0,0.084,458xx,OH,0,0,119047.62
714,10000,1/1/2016,home_improvement,300.0,0.5387,326xx,FL,0,0,18563.21
715,3000,1/1/2016,house,300.0,0.0,482xx,MI,0,0,0.0
716,5000,1/1/2016,debt_consolidation,300.0,0.2771,295xx,SC,0,0,18044.03
717,4000,1/1/2016,car,524.0,0.041299999999999996,324xx,FL,0,0,96852.3
718,5000,1/1/2016,debt_consolidation,300.0,0.1373,921xx,CA,0,0,36416.61
719,30000,1/1/2016,debt_consolidation,300.0,0.32409999999999994,234xx,VA,0,0,92564.02
720,5000,1/1/2016,major_purchase,300.0,99.99,152xx,PA,0,0,50.01
721,15000,1/1/2016,debt_consolidation,300.0,0.03,926xx,CA,0,0,500000.0
722,35000,1/1/2016,major_purchase,300.0,0.2632,066xx,CT,0,0,132978.72
723,12000,1/1/2016,credit_card,300.0,0.3271,850xx,AZ,0,0,36686.03
724,15000,1/1/2016,credit_card,300.0,0.5754,371xx,TN,5 years,0,26068.82
725,5000,1/1/2016,medical,300.0,0.122,421xx,KY,0,0,40983.61
726,5000,1/1/2016,debt_consolidation,300.0,0.3563,160xx,PA,0,0,14033.12
727,20000,1/1/2016,debt_consolidation,300.0,-0.01,923xx,CA,0,0,-2000000.0
728,4000,1/1/2016,other,300.0,0.3922,242xx,VA,0,0,10198.88
729,15000,1/1/2016,car,300.0,0.0698,782xx,TX,5 years,0,214899.71
730,5000,1/1/2016,debt_consolidation,554.0,0.4757,361xx,AL,0,0,10510.83
731,22000,1/1/2016,debt_consolidation,300.0,0.4032,920xx,CA,0,0,54563.49
732,12000,1/1/2016,debt_consolidation,300.0,0.5903,811xx,CO,0,0,20328.65
733,15000,1/1/2016,debt_consolidation,300.0,0.1539,286xx,NC,0,0,97465.89
734,10000,1/1/2016,home_improvement,300.0,0.42719999999999997,218xx,MD,0,0,23408.24
735,5000,1/1/2016,other,300.0,0.1684,902xx,CA,5 years,0,29691.21
736,1000,1/1/2016,major_purchase,300.0,0.018000000000000002,648xx,MO,5 years,0,55555.56
737,1000,1/1/2016,moving,633.0,0.013600000000000001,200xx,DC,0,0,73529.41
738,10000,1/1/2016,Business,300.0,0.2021,112xx,NY,4 years,0,49480.46
739,35000,1/1/2016,debt_consolidation,679.0,0.213,317xx,GA,0,0,164319.25
740,35000,1/1/2016,debt_consolidation,698.0,0.4403,042xx,ME,0,0,79491.26
741,3000,1/1/2016,debt_consolidation,300.0,0.2298,331xx,FL,0,0,13054.83
742,2500,1/1/2016,home_improvement,300.0,0.7348,749xx,OK,0,0,3402.29
743,15000,1/1/2016,debt_consolidation,300.0,0.201,128xx,NY,0,0,74626.87
744,15000,1/1/2016,major_purchase,300.0,0.0,437xx,OH,5 years,0,0.0
745,14000,1/1/2016,debt_consolidation,300.0,0.2557,786xx,TX,0,0,54751.66
746,1500,1/1/2016,debt_consolidation,300.0,0.0,392xx,MS,0,0,0.0
747,2000,1/1/2016,other,300.0,0.0384,631xx,MO,5 years,0,52083.33
748,3500,1/1/2016,debt_consolidation,300.0,0.18969999999999998,327xx,FL,0,0,18450.18
749,8500,1/1/2016,credit_card,300.0,0.39640000000000003,141xx,NY,0,0,21442.99
750,30000,1/1/2016,debt_consolidation,300.0,0.26170000000000004,860xx,AZ,0,0,114635.08
751,8000,1/1/2016,debt_consolidation,300.0,0.5825,769xx,TX,0,0,13733.91
752,30000,1/1/2016,debt_consolidation,300.0,0.4036,378xx,TN,0,0,74331.02
753,1200,1/1/2016,car,300.0,0.16,316xx,GA,0,0,7500.0
754,9000,1/1/2016,debt_consolidation,300.0,0.752,385xx,TN,0,0,11968.09
755,6500,1/1/2016,debt_consolidation,300.0,0.2082,303xx,GA,0,0,31219.98
756,5000,1/1/2016,other,300.0,0.0567,198xx,DE,0,0,88183.42
757,25000,1/1/2016,debt_consolidation,300.0,0.1553,325xx,FL,5 years,0,160978.75
758,10000,1/1/2016,debt_consolidation,643.0,0.3172,891xx,NV,0,0,31525.85
759,3000,1/1/2016,moving,524.0,0.008,335xx,FL,0,0,375000.0
760,28000,1/1/2016,house,300.0,0.0129,374xx,TN,0,0,2170542.64
761,3000,1/1/2016,debt_consolidation,300.0,0.11470000000000001,700xx,LA,0,0,26155.19
762,25000,1/1/2016,debt_consolidation,300.0,0.44939999999999997,850xx,AZ,0,0,55629.73
763,25000,1/1/2016,home_improvement,300.0,-0.01,750xx,TX,5 years,0,-2500000.0
764,5000,1/1/2016,debt_consolidation,300.0,0.2415,945xx,CA,0,0,20703.93
765,100000,1/1/2016,Business Loan,300.0,-0.01,373xx,TN,0,0,-10000000.0
766,34000,1/1/2016,car,300.0,0.008199999999999999,302xx,GA,0,0,4146341.46
767,4000,1/1/2016,debt_consolidation,300.0,0.311,666xx,KS,5 years,0,12861.74
768,20000,1/1/2016,other,300.0,0.35719999999999996,357xx,AL,5 years,0,55991.04
769,35000,1/1/2016,major_purchase,300.0,0.3306,775xx,TX,0,0,105868.12
770,10200,1/1/2016,debt_consolidation,300.0,0.1118,635xx,MO,0,0,91234.35
771,3000,1/1/2016,home_improvement,300.0,0.0273,925xx,CA,0,0,109890.11
772,10000,1/1/2016,major_purchase,300.0,-0.01,109xx,NY,0,0,-1000000.0
773,6600,1/1/2016,credit_card,300.0,0.3926,290xx,SC,0,0,16811.0
774,4000,1/1/2016,debt_consolidation,300.0,0.24960000000000002,606xx,IL,0,0,16025.64
775,15000,1/1/2016,Debt consolidation,300.0,0.1522,010xx,MA,2 years,0,98554.53
776,35000,1/1/2016,credit_card,300.0,0.33049999999999996,633xx,MO,5 years,0,105900.15
777,15000,1/1/2016,debt_consolidation,688.0,0.2968,400xx,KY,0,0,50539.08
778,15000,1/1/2016,house,300.0,0.2193,588xx,ND,0,0,68399.45
779,4000,1/1/2016,debt_consolidation,300.0,0.2631,927xx,CA,0,0,15203.34
780,3000,1/1/2016,credit_card,300.0,0.0024,280xx,NC,0,0,1250000.0
781,6000,1/1/2016,debt_consolidation,300.0,0.033,026xx,MA,0,0,181818.18
782,24000,1/1/2016,other,300.0,-0.01,277xx,NC,0,0,-2400000.0
783,10000,1/1/2016,debt_consolidation,691.0,0.4146,374xx,TN,0,0,24119.63
784,18000,1/1/2016,debt_consolidation,300.0,1.5568,339xx,FL,0,0,11562.18
785,30000,1/1/2016,debt_consolidation,681.0,1.0429000000000002,339xx,FL,0,0,28765.94
786,3200,1/1/2016,medical,300.0,0.0417,273xx,NC,0,0,76738.61
787,35000,1/1/2016,Debt consolidation,720.0,0.35700000000000004,548xx,WI,0,0,98039.22
788,20000,1/1/2016,debt_consolidation,300.0,0.0,551xx,MN,0,0,0.0
789,20000,1/1/2016,debt_consolidation,300.0,0.2609,840xx,UT,5 years,0,76657.72
790,20000,1/1/2016,debt_consolidation,300.0,0.1423,977xx,OR,0,0,140548.14
791,10000,1/1/2016,other,300.0,0.2285,322xx,FL,0,0,43763.68
792,5000,1/1/2016,debt_consolidation,300.0,0.09029999999999999,622xx,IL,0,0,55370.99
793,15000,1/1/2016,Credit card refinancing,300.0,0.1188,080xx,NJ,10,0,126262.63
794,95000,1/1/2016,Business Loan,300.0,-0.01,304xx,GA,0,0,-9500000.0
795,22000,1/1/2016,debt_consolidation,300.0,0.5777,731xx,OK,0,0,38082.05
796,5000,1/1/2016,debt_consolidation,563.0,0.207,339xx,FL,0,0,24154.59
797,27000,1/1/2016,debt_consolidation,300.0,0.5479999999999999,121xx,NY,0,0,49270.07
798,20000,1/1/2016,Debt consolidation,300.0,0.06480000000000001,154xx,PA,0,0,308641.98
799,1000,1/1/2016,other,300.0,0.2447,481xx,MI,0,0,4086.64
800,35000,1/1/2016,debt_consolidation,300.0,0.2889,212xx,MD,0,0,121149.19
801,10000,1/1/2016,debt_consolidation,300.0,0.8951,305xx,GA,0,0,11171.94
802,10000,1/1/2016,debt_consolidation,300.0,0.48560000000000003,020xx,MA,0,0,20593.08
803,8000,1/1/2016,credit_card,300.0,0.1784,354xx,AL,5 years,0,44843.05
804,1500,1/1/2016,debt_consolidation,625.0,0.3669,765xx,TX,0,0,4088.31
805,15000,1/1/2016,debt_consolidation,729.0,0.1128,871xx,NM,0,0,132978.72
806,20000,1/1/2016,Other,649.0,0.19039999999999999,585xx,ND,9 years,0,105042.02
807,5000,1/1/2016,credit_card,300.0,0.2917,554xx,MN,0,0,17140.9
808,8000,1/1/2016,major_purchase,300.0,0.0171,446xx,OH,0,0,467836.26
809,5000,1/1/2016,debt_consolidation,695.0,0.1384,370xx,TN,0,0,36127.17
810,17000,1/1/2016,debt_consolidation,300.0,0.165,110xx,NY,5 years,0,103030.3
811,35000,1/1/2016,Credit card refinancing,645.0,0.23399999999999999,034xx,NH,1 year,0,149572.65
812,3000,1/1/2016,Credit card refinancing,300.0,0.0096,280xx,NC,3 years,0,312500.0
813,1500,1/1/2016,debt_consolidation,300.0,3.075,481xx,MI,0,0,487.8
814,35000,1/1/2016,debt_consolidation,620.0,0.3889,146xx,NY,0,0,89997.43
815,8000,1/1/2016,debt_consolidation,300.0,0.2552,300xx,GA,0,0,31347.96
816,4500,1/1/2016,debt_consolidation,300.0,0.1367,300xx,GA,0,0,32918.8
817,5000,1/1/2016,debt_consolidation,300.0,0.2515,923xx,CA,0,0,19880.72
818,40000,1/1/2016,Business Loan,300.0,-0.01,275xx,NC,0,0,-4000000.0
819,15000,1/1/2016,credit_card,300.0,0.0788,320xx,FL,0,0,190355.33
820,19500,1/1/2016,debt_consolidation,300.0,0.1368,463xx,IN,0,0,142543.86
821,3000,1/1/2016,debt_consolidation,300.0,0.1861,786xx,TX,0,0,16120.37
822,30000,1/1/2016,debt_consolidation,300.0,0.5554,760xx,TX,0,0,54015.12
823,15000,1/1/2016,major_purchase,300.0,0.2613,114xx,NY,5 years,0,57405.28
824,10000,1/1/2016,debt_consolidation,300.0,0.2109,117xx,NY,0,0,47415.84
825,5000,1/1/2016,debt_consolidation,300.0,0.2637,666xx,KS,0,0,18960.94
826,10000,1/1/2016,house,300.0,0.0,411xx,KY,0,0,0.0
827,35000,1/1/2016,Business Loan,300.0,-0.01,735xx,OK,0,0,-3500000.0
828,10000,1/1/2016,Business Loan,300.0,-0.01,934xx,CA,0,0,-1000000.0
829,1500,1/1/2016,other,300.0,0.0125,119xx,NY,0,0,120000.0
830,5000,1/1/2016,debt_consolidation,300.0,0.0735,133xx,NY,0,0,68027.21
831,15000,1/1/2016,Business Loan,300.0,-0.01,243xx,VA,0,0,-1500000.0
832,5000,1/1/2016,debt_consolidation,300.0,0.1573,672xx,KS,0,0,31786.4
833,2500,1/1/2016,other,300.0,0.0437,100xx,NY,0,0,57208.24
834,5000,1/1/2016,major_purchase,300.0,0.17309999999999998,760xx,TX,0,0,28885.04
835,10000,1/1/2016,home_improvement,300.0,-0.01,366xx,AL,0,0,-1000000.0
836,12000,1/1/2016,home_improvement,300.0,0.2621,446xx,OH,5 years,0,45784.05
837,15000,1/1/2016,other,300.0,0.2183,604xx,IL,0,0,68712.78
838,10000,1/1/2016,debt_consolidation,300.0,0.3249,241xx,VA,0,0,30778.7
839,5000,1/1/2016,debt_consolidation,300.0,0.1352,483xx,MI,0,0,36982.25
840,7800,1/1/2016,debt_consolidation,300.0,0.8295,490xx,MI,0,0,9403.25
841,15000,1/1/2016,major_purchase,300.0,0.4397,303xx,GA,0,0,34114.17
842,4800,1/1/2016,Credit card refinancing,300.0,0.2841,337xx,FL,0,0,16895.46
843,5000,1/1/2016,debt_consolidation,300.0,0.162,082xx,NJ,5 years,0,30864.2
844,10000,1/1/2016,debt_consolidation,300.0,0.0248,913xx,CA,0,0,403225.81
845,4500,1/1/2016,debt_consolidation,300.0,0.0974,600xx,IL,5 years,0,46201.23
846,10000,1/1/2016,moving,582.0,0.0848,112xx,NY,0,0,117924.53
847,17000,1/1/2016,Debt consolidation,300.0,0.39520000000000005,060xx,CT,10,0,43016.19
848,2000,1/1/2016,renewable_energy,300.0,0.1551,220xx,VA,0,0,12894.91
849,15000,1/1/2016,debt_consolidation,300.0,0.018500000000000003,605xx,IL,0,0,810810.81
850,15000,1/1/2016,Debt consolidation,300.0,0.1531,951xx,CA,10,0,97975.18
851,8000,1/1/2016,credit_card,300.0,0.4764,146xx,NY,5 years,0,16792.61
852,3500,1/1/2016,other,300.0,0.2669,186xx,PA,0,0,13113.53
853,8000,1/1/2016,Credit card refinancing,300.0,0.1635,336xx,FL,10,2,48929.66
854,20000,1/1/2016,debt_consolidation,300.0,0.5112,605xx,IL,0,0,39123.63
855,35000,1/1/2016,debt_consolidation,612.0,0.6601,685xx,NE,0,0,53022.27
856,15100,1/1/2016,debt_consolidation,300.0,0.6043999999999999,113xx,NY,0,0,24983.45
857,7000,1/1/2016,debt_consolidation,300.0,0.1094,907xx,CA,0,0,63985.37
858,6100,1/1/2016,debt_consolidation,300.0,0.1935,782xx,TX,0,0,31524.55
859,3500,1/1/2016,major_purchase,300.0,0.005,707xx,LA,0,0,700000.0
860,7000,1/1/2016,debt_consolidation,300.0,0.08460000000000001,021xx,MA,0,0,82742.32
861,2000,1/1/2016,credit_card,300.0,0.0713,444xx,OH,0,0,28050.49
862,5000,1/1/2016,other,300.0,0.0,191xx,PA,0,0,0.0
863,1000,1/1/2016,debt_consolidation,300.0,0.7318000000000001,060xx,CT,0,0,1366.49
864,15000,1/1/2016,debt_consolidation,300.0,0.2213,388xx,MS,0,0,67781.29
865,1000,1/1/2016,other,300.0,0.015300000000000001,913xx,CA,0,0,65359.48
866,23100,1/1/2016,debt_consolidation,300.0,0.2813,355xx,AL,0,0,82118.73
867,25000,1/1/2016,debt_consolidation,607.0,0.44939999999999997,367xx,AL,0,0,55629.73
868,19000,1/1/2016,Debt consolidation,300.0,0.011399999999999999,463xx,IN,10,0,1666666.67
869,10000,1/1/2016,Credit card refinancing,300.0,0.1746,940xx,CA,4 years,0,57273.77
870,25000,1/1/2016,debt_consolidation,300.0,-0.01,714xx,LA,0,0,-2500000.0
871,15000,1/1/2016,debt_consolidation,300.0,0.2841,334xx,FL,0,0,52798.31
872,6000,1/1/2016,debt_consolidation,300.0,0.1401,090xx,NY,0,0,42826.55
873,10000,1/1/2016,debt_consolidation,300.0,0.33140000000000003,790xx,TX,5 years,0,30175.02
874,20000,1/1/2016,debt_consolidation,300.0,-0.01,336xx,FL,5 years,0,-2000000.0
875,5000,1/1/2016,other,300.0,0.0643,352xx,AL,0,0,77760.5
876,15000,1/1/2016,Business Loan,300.0,-0.01,631xx,MO,0,0,-1500000.0
877,30000,1/1/2016,debt_consolidation,300.0,0.2101,925xx,CA,0,0,142789.15
878,10000,1/1/2016,debt_consolidation,300.0,0.46799999999999997,330xx,FL,5 years,0,21367.52
879,300000,1/1/2016,Business Loan,300.0,-0.01,378xx,TN,0,0,-30000000.0
880,5000,1/1/2016,other,300.0,0.2787,476xx,IN,0,0,17940.44
881,30000,1/1/2016,debt_consolidation,300.0,0.2304,206xx,MD,0,0,130208.33
882,1500,1/1/2016,debt_consolidation,300.0,0.2077,789xx,TX,0,0,7221.95
883,1000,1/1/2016,other,300.0,0.3276,313xx,GA,0,0,3052.5
884,35000,1/1/2016,credit_card,300.0,0.46009999999999995,100xx,NY,0,0,76070.42
885,5000,1/1/2016,debt_consolidation,300.0,0.015,378xx,TN,0,0,333333.33
886,6000,1/1/2016,debt_consolidation,300.0,0.1308,452xx,OH,0,0,45871.56
887,6000,1/1/2016,debt_consolidation,300.0,0.2248,762xx,TX,0,0,26690.39
888,13000,1/1/2016,debt_consolidation,300.0,0.7851,744xx,OK,0,0,16558.4
889,30000,1/1/2016,debt_consolidation,300.0,1.0,510xx,AK,0,0,30000.0
890,25000,1/1/2016,debt_consolidation,300.0,0.24489999999999998,791xx,TX,5 years,0,102082.48
891,20000,1/1/2016,debt_consolidation,300.0,0.0339,116xx,NY,0,0,589970.5
892,6000,1/1/2016,debt_consolidation,300.0,0.2403,463xx,IN,0,0,24968.79
893,35000,1/1/2016,major_purchase,300.0,0.134,275xx,NC,5 years,0,261194.03
894,8000,1/1/2016,debt_consolidation,300.0,0.11460000000000001,100xx,NY,0,0,69808.03
895,6000,1/1/2016,debt_consolidation,300.0,0.0352,043xx,ME,0,0,170454.55
896,5000,1/1/2016,Business Loan,300.0,-0.01,786xx,TX,0,0,-500000.0
897,3500,1/1/2016,debt_consolidation,599.0,0.0464,431xx,OH,0,0,75431.03
898,2500,1/1/2016,debt_consolidation,300.0,0.2545,282xx,NC,0,0,9823.18
899,2000,1/1/2016,medical,300.0,0.9196,296xx,SC,5 years,0,2174.86
900,10000,1/1/2016,Business Loan,300.0,-0.01,959xx,CA,0,0,-1000000.0
901,3500,1/1/2016,credit_card,300.0,0.0,140xx,NY,0,0,0.0
902,12000,1/1/2016,debt_consolidation,300.0,0.18100000000000002,922xx,CA,0,0,66298.34
903,6000,1/1/2016,credit_card,300.0,0.17739999999999997,945xx,CA,0,0,33821.87
904,5000,1/1/2016,medical,300.0,0.021,378xx,TN,0,0,238095.24
905,2000,1/1/2016,moving,574.0,0.0291,067xx,CT,0,0,68728.52
906,15000,1/1/2016,credit_card,300.0,0.3567,490xx,MI,5 years,0,42052.14
907,10000,1/1/2016,debt_consolidation,300.0,2.7357,461xx,IN,0,0,3655.37
908,15000,1/1/2016,credit_card,300.0,0.1972,440xx,OH,0,0,76064.91
909,8000,1/1/2016,home_improvement,300.0,0.1981,282xx,NC,0,0,40383.64
910,60000,1/1/2016,Business Loan,300.0,-0.01,339xx,FL,0,0,-6000000.0
911,15000,1/1/2016,debt_consolidation,300.0,0.3539,441xx,OH,0,0,42384.85
912,3000,1/1/2016,credit_card,682.0,0.10619999999999999,741xx,OK,0,0,28248.59
913,20000,1/1/2016,Credit card refinancing,720.0,0.30760000000000004,330xx,FL,0,0,65019.51
914,6000,1/1/2016,other,300.0,0.1578,774xx,TX,0,0,38022.81
915,28500,1/1/2016,debt_consolidation,300.0,0.6754000000000001,619xx,IL,0,0,42197.22
916,10500,1/1/2016,debt_consolidation,300.0,0.1537,277xx,NC,0,0,68314.9
917,2000,1/1/2016,credit_card,300.0,0.0452,770xx,TX,0,0,44247.79
918,25000,1/1/2016,debt_consolidation,300.0,0.3486,939xx,CA,0,0,71715.43
919,8000,1/1/2016,Debt consolidation,671.0,0.10220000000000001,040xx,ME,5 years,0,78277.89
920,35000,1/1/2016,credit_card,688.0,0.8461,445xx,OH,0,0,41366.27
921,1500,1/1/2016,moving,300.0,0.049400000000000006,554xx,MN,0,0,30364.37
922,5000,1/1/2016,moving,300.0,0.065,890xx,NV,0,0,76923.08
923,15000,1/1/2016,debt_consolidation,300.0,0.1681,494xx,MI,0,0,89232.6
924,15000,1/1/2016,car,300.0,0.1067,371xx,TN,0,0,140581.07
925,22000,1/1/2016,credit_card,300.0,0.2357,234xx,VA,5 years,0,93338.99
926,7500,1/1/2016,Major purchase,300.0,0.2986,744xx,OK,0,0,25117.21
927,2800,1/1/2016,debt_consolidation,300.0,0.0507,334xx,FL,0,0,55226.82
928,35000,1/1/2016,debt_consolidation,300.0,0.18350000000000002,727xx,AR,0,0,190735.69
929,15000,1/1/2016,debt_consolidation,300.0,0.539,342xx,FL,0,0,27829.31
930,35000,1/1/2016,credit_card,300.0,0.0915,223xx,VA,5 years,0,382513.66
931,15000,1/1/2016,debt_consolidation,300.0,0.39759999999999995,945xx,CA,0,0,37726.36
932,5000,1/1/2016,moving,300.0,0.4364,333xx,FL,0,0,11457.38
