,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,adjusted_int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,State,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,annual_inc_joint,dti_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,FicoScore,derived_emp_length,UPB,RiskScorePercent
1319,95241486,102244246,24000,24000,24000, 60 months,0.15,15.0,570.84,7 years,MORTGAGE,72000.0,Source Verified,16-Dec,Current,home_improvement,IN,14,11.28,0,9-Aug,0,24.0,,3,0,4641,96.70%,5,w,23454.53,23454.53,1091.71,1091.71,545.47,546.24,0.0,0,0,17-Mar,570.84,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,26563,0,1,1,1,7.0,21922,99.0,0,0,2674,99,4800,5,1,2,1,8854,159.0,96.7,0,0,88.0,31,25,7,0,25.0,,10.0,,0,2,2,2,2,3,2,2,2,3,0.0,0,0,1,100.0,100.0,0,0,26850,26563,4800,22050,43.75,7,4.4448971277245874,25.0
1320,95177203,102179925,14400,14400,14400, 60 months,0.25,25.0,420.47,10+ years,RENT,55000.0,Not Verified,16-Dec,Current,credit_card,CA,5,24.9,0,Jul-96,0,24.0,,8,0,17480,89.20%,10,w,14150.27,14150.27,791.46,791.46,249.73,541.73,0.0,0,0,17-Mar,420.47,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,43323,0,2,0,2,20.0,25843,77.0,0,0,11134,81,19600,1,0,0,2,5415,2120.0,89.2,0,0,21.0,245,25,20,0,25.0,,21.0,,0,4,4,6,7,2,6,8,4,8,0.0,0,0,0,100.0,50.0,0,0,53367,43323,19600,33767,38.95,10,5.29415701760257,25.0
1321,96173735,103267451,25000,25000,25000, 36 months,0.13,13.0,839.23,1 year,RENT,60000.0,Not Verified,16-Dec,Current,debt_consolidation,AL,1,15.66,0,1-Dec,0,77.0,,8,0,13386,52.70%,34,w,23852.37,23852.37,1676.18,1676.18,1147.63,486.59,41.96,0,0,17-Mar,1720.42,17-Apr,17-Mar,0,77.0,INDIVIDUAL,,,0,0,23295,1,1,0,2,14.0,9909,63.0,1,2,9435,57,25400,1,12,0,4,2912,1150.0,90.0,0,0,128.0,180,3,3,0,14.0,,14.0,77.0,0,2,4,2,5,16,7,18,4,8,0.0,0,0,1,97.1,50.0,0,0,41076,23295,11500,15676,43.75,1,6.565340018802883,50.0
1322,95725835,102777550,3600,3600,3600, 36 months,0.13,13.0,120.85,< 1 year,MORTGAGE,80000.0,Source Verified,16-Dec,Current,other,TN,42,19.08,0,7-Feb,0,55.0,,13,0,3064,22.20%,23,w,3433.86,3433.86,235.33,235.33,166.14,69.19,0.0,0,0,17-Mar,120.85,17-Apr,17-Mar,0,55.0,INDIVIDUAL,,,0,329,229755,3,6,3,6,3.0,57516,81.0,2,3,2246,72,13800,6,6,4,10,17673,6536.0,31.9,0,0,118.0,52,5,3,2,5.0,,1.0,,2,3,3,4,4,15,6,6,3,13,0.0,0,0,5,87.0,25.0,0,0,257011,60580,9600,70653,43.75,0,6.406761177753544,50.0
1323,95359251,102394406,35000,35000,35000, 36 months,0.14,14.0,1196.05,10+ years,OWN,138000.0,Not Verified,16-Dec,Current,home_improvement,FL,9,5.88,5,Dec-99,1,11.0,,14,0,3856,13.60%,31,w,33414.8,33414.8,2324.09,2324.09,1585.2,738.89,0.0,0,0,17-Mar,1196.05,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,12956,0,1,1,2,9.0,9100,63.0,0,2,1374,30,29900,0,1,6,4,925,5626.0,19.6,0,0,122.0,126,24,9,4,48.0,11.0,1.0,11.0,0,1,2,2,5,10,13,17,2,14,0.0,0,0,1,92.6,50.0,0,0,44365,12956,7000,14465,42.75,10,6.502882086294701,50.0
1324,95457195,102506907,20000,20000,20000, 60 months,0.08,8.0,407.83,10+ years,MORTGAGE,92088.0,Verified,16-Dec,Current,moving,CA,5,5.44,0,2-Jan,0,24.0,,9,0,10349,33.50%,33,w,19457.15,19457.15,792.77,792.77,542.85,249.92,0.0,0,0,17-Mar,407.83,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,272988,0,2,0,1,19.0,16959,92.0,0,0,2425,52,30900,1,2,0,1,30332,19259.0,13.6,0,0,102.0,179,29,19,8,29.0,,19.0,,0,2,3,3,5,10,4,14,3,9,0.0,0,0,0,100.0,0.0,0,0,319657,27592,22300,18386,43.75,10,3.911304261938861,25.0
1325,95706913,102768641,28750,28750,28750, 60 months,0.15,15.0,683.81,3 years,RENT,70000.0,Not Verified,16-Dec,Current,credit_card,NY,32,24.31,0,10-Mar,0,24.0,,8,0,11394,28%,17,w,28096.6,28096.6,1307.76,1307.76,653.4,654.36,0.0,0,0,17-Mar,683.81,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,230446,2,3,1,2,6.0,219052,78.0,1,2,8564,50,40700,1,0,1,4,28806,29306.0,28.0,0,0,75.0,81,2,2,0,2.0,,8.0,,0,2,2,5,5,12,5,5,2,8,0.0,0,0,2,100.0,20.0,0,0,264181,230446,40700,223481,43.75,3,4.44512464714485,25.0
1326,95587689,102637427,10000,10000,10000, 36 months,0.08,8.0,314.48,10+ years,RENT,72000.0,Not Verified,16-Dec,Current,car,UT,44,2.22,0,6-Apr,0,24.0,,5,0,3131,31.60%,7,w,9506.69,9506.69,617.52,617.52,493.31,124.21,0.0,0,0,17-Mar,314.48,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,3131,0,0,0,0,64.0,0,,0,1,1724,32,9900,2,1,1,1,626,1935.0,59.7,0,0,64.0,128,20,20,0,20.0,,5.0,,0,2,3,2,3,1,5,6,3,5,0.0,0,0,0,100.0,50.0,0,0,9900,3131,4800,0,43.75,10,6.09503111725773,25.0
1327,94363927,101312696,15000,15000,15000, 36 months,0.14,14.0,512.6,7 years,OWN,55000.0,Source Verified,16-Dec,Current,credit_card,GA,10,16.35,1,Jan-95,1,22.0,,17,0,26841,47.90%,52,f,14320.61,14320.61,996.05,996.05,679.39,316.66,0.0,0,0,17-Mar,512.6,17-Apr,17-Mar,0,34.0,INDIVIDUAL,,,0,0,26841,3,0,0,0,43.0,0,,4,10,6310,48,56000,7,0,5,10,1579,15584.0,59.3,0,0,262.0,119,6,6,8,6.0,57.0,2.0,57.0,1,5,8,6,12,10,17,34,8,17,0.0,0,0,4,88.2,83.3,0,0,56000,26841,38300,0,45.25,7,6.5030033951423345,50.0
1328,95013073,102015853,4800,4800,4800, 36 months,0.07,7.0,148.19,6 years,MORTGAGE,75000.0,Source Verified,16-Dec,Current,credit_card,FL,9,34.75,0,7-Jun,0,24.0,,17,0,54315,15.70%,33,w,4558.84,4558.84,291.72,291.72,241.16,50.56,0.0,0,0,17-Mar,148.19,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,332379,2,3,0,3,15.0,20381,42.0,3,3,1305,29,103300,1,7,0,7,19552,35585.0,14.9,0,0,73.0,114,1,1,4,7.0,,18.0,,0,8,12,9,10,10,13,19,12,17,0.0,0,0,3,100.0,11.1,0,0,417599,74696,41800,49056,44.95,6,6.001237368529594,25.0
1329,95931092,103289172,6100,6100,6100, 36 months,0.23,23.0,235.31,< 1 year,RENT,18000.0,Source Verified,16-Dec,Current,debt_consolidation,CA,5,22.13,0,13-Jul,0,24.0,,7,0,7979,56.60%,7,f,5858.3,5858.3,451.35,451.35,241.7,209.65,0.0,0,0,17-Mar,235.31,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,20299,0,2,0,1,18.0,12320,91.0,0,2,5715,74,14100,0,0,0,3,2900,5121.0,60.9,0,0,41.0,41,15,15,0,15.0,,15.0,,0,4,4,4,4,2,5,5,4,7,0.0,0,0,0,100.0,50.0,0,0,27583,20299,13100,13483,41.5,0,7.148517990172769,25.0
1330,94172911,101068797,30000,30000,30000, 36 months,0.15,15.0,1039.82,10+ years,RENT,115000.0,Verified,16-Dec,Current,debt_consolidation,IL,13,26.86,0,Jun-88,0,46.0,,24,0,43218,73.10%,54,w,28661.55,28661.55,2017.18,2017.18,1338.45,678.73,0.0,0,0,17-Mar,1039.82,17-Apr,17-Mar,0,69.0,INDIVIDUAL,,,0,0,127784,1,3,1,3,7.0,23998,51.0,1,3,6886,63,57503,3,12,2,6,5324,6001.0,81.9,0,0,174.0,342,5,5,4,5.0,46.0,7.0,46.0,0,9,15,11,18,18,20,32,15,24,0.0,0,0,2,90.6,63.6,0,0,167501,67216,36600,46998,46.25,10,6.574744116304844,50.0
1331,96163190,103256902,7500,7500,7500, 36 months,0.17,17.0,267.36,10+ years,MORTGAGE,55000.0,Verified,16-Dec,Fully Paid,debt_consolidation,OH,35,29.3,0,Mar-99,0,24.0,84.0,13,1,3433,30.70%,19,w,0.0,0.0,7675.0754719999995,7675.08,7500.0,175.08,0.0,0,0,17-Feb,7692.78,,17-Feb,0,,INDIVIDUAL,,,0,314,96200,1,4,0,4,14.0,46341,80.0,1,3,2441,72,11200,3,3,2,7,7400,377.0,89.8,0,0,128.0,213,0,0,2,0.0,,4.0,,0,3,5,3,3,8,8,9,5,13,0.0,0,0,1,100.0,66.7,1,0,121264,49774,3700,58064,43.75,10,100.0,0.0
1332,94961385,101943099,12000,12000,11750, 36 months,0.07,7.0,373.22,9 years,RENT,106000.0,Source Verified,16-Dec,Current,debt_consolidation,FL,9,13.38,1,5-Aug,0,15.0,75.0,14,1,9741,16.60%,21,f,11401.5,11163.97,733.96,718.67,598.5,135.46,0.0,0,0,17-Mar,373.22,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,79,36777,0,2,0,1,15.0,27036,61.0,1,3,3538,23,58800,1,0,4,4,2627,37169.0,17.6,0,0,136.0,107,7,7,0,31.0,,3.0,15.0,0,5,8,6,8,7,12,14,8,14,0.0,0,0,1,95.0,16.7,1,0,106289,36777,45100,47489,44.95,9,6.040876874896984,50.0
1333,96173597,103267313,16000,16000,16000, 36 months,0.11,11.0,527.55,n/a,MORTGAGE,57841.0,Not Verified,16-Dec,Current,home_improvement,FL,9,31.3,0,Apr-97,4,24.0,,18,0,16142,21.90%,44,w,15247.71,15247.71,1055.11,1055.11,752.29,302.82,0.0,0,0,17-Mar,527.55,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,95519,3,2,1,3,5.0,40784,85.0,5,10,6985,47,73700,0,7,6,14,5307,40107.0,20.9,0,0,138.0,236,1,1,3,1.0,,1.0,,0,2,4,8,14,13,15,28,4,18,0.0,0,0,6,100.0,12.5,0,0,173645,56926,50700,47845,41.25,n/a,6.4715985768617355,25.0
1334,96043318,103137031,40000,40000,40000, 36 months,0.11,11.0,1317.9,6 years,RENT,90000.0,Verified,16-Dec,Current,debt_consolidation,FL,9,17.43,0,4-Feb,0,69.0,,9,0,10347,56.90%,15,w,38117.94,38117.94,2572.24,2572.24,1882.06,690.18,0.0,0,0,17-Mar,1317.9,17-Apr,17-Mar,0,,JOINT,240000.0,10.64,0,0,308955,0,4,0,1,16.0,12114,36.0,1,3,0,43,18200,0,2,2,4,38619,,,0,0,154.0,118,10,10,1,65.0,,9.0,,0,0,3,1,3,7,4,7,3,9,0.0,0,0,1,78.6,,0,0,368744,22461,0,33783,43.75,6,6.321118729877854,50.0
1335,95931143,103024025,6000,6000,6000, 36 months,0.13,13.0,203.59,2 years,RENT,70000.0,Verified,16-Dec,Current,other,WA,47,20.32,0,9-Jan,3,34.0,,6,0,3410,56.80%,6,w,5726.19,5726.19,395.94,395.94,273.81,122.13,0.0,0,0,17-Mar,203.59,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,56,26380,1,2,1,1,3.0,22970,52.0,0,0,2491,52,6000,1,0,4,1,5276,190.0,94.7,0,0,50.0,95,37,3,0,37.0,,2.0,34.0,0,2,2,2,2,2,4,4,2,6,0.0,0,0,1,83.3,100.0,0,0,50400,26380,3600,44400,39.25,2,6.453193922561673,50.0
1336,95696435,102758156,16800,16800,16550, 36 months,0.08,8.0,528.32,10+ years,MORTGAGE,180000.0,Not Verified,16-Dec,Current,debt_consolidation,OH,35,7.11,3,Jul-97,1,79.0,,11,0,13449,91%,17,f,15971.24,15733.58,1037.41,1021.97,828.76,208.65,0.0,0,0,17-Mar,528.32,17-Apr,17-Mar,0,17.0,INDIVIDUAL,,,0,0,310352,0,4,0,0,43.0,71851,83.0,0,1,5381,91,14805,0,0,4,2,31035,4500.0,100.0,0,0,161.0,233,23,7,1,23.0,72.0,2.0,72.0,3,4,5,5,7,6,5,10,3,10,,0,3,1,71.0,100.0,0,0,328172,85300,13500,86317,43.95,10,6.0971307619943556,50.0
1337,95756653,102818371,5000,5000,5000, 36 months,0.25,25.0,200.1,10+ years,MORTGAGE,66500.0,Verified,16-Dec,Current,debt_consolidation,TX,43,21.6,0,2-Jun,2,26.0,,10,0,4778,33.60%,26,f,4810.22,4810.22,382.5,382.5,189.78,192.72,0.0,0,0,17-Mar,200.1,17-Apr,17-Mar,0,26.0,INDIVIDUAL,,,0,0,204801,3,3,4,5,3.0,50272,96.0,1,1,2680,83,14200,6,3,4,7,22756,5068.0,42.4,0,0,125.0,174,7,3,5,7.0,,3.0,,1,2,4,2,2,12,6,8,4,10,0.0,0,0,6,92.3,0.0,0,0,222678,55050,8800,52478,41.25,10,7.357473035439137,50.0
1338,96143728,103237441,12000,12000,12000, 60 months,0.21,21.0,327.96,8 years,RENT,34000.0,Not Verified,16-Dec,Current,debt_consolidation,TX,43,7.06,0,6-Jan,0,24.0,,7,0,10137,82.40%,21,w,11654.71,11654.71,856.71,856.71,345.29,511.42,0.0,0,0,17-Mar,236.61,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,21512,0,1,0,0,26.0,11375,99.0,0,1,7613,91,12300,0,13,0,1,3585,503.0,94.4,0,0,111.0,131,17,17,0,30.0,,17.0,,0,2,3,3,3,12,6,9,3,7,0.0,0,0,0,100.0,66.7,0,0,23767,21512,9000,11467,43.75,8,6.842525979216626,25.0
1339,95062455,102065214,10450,10450,10450, 36 months,0.19,19.0,383.01,10+ years,MORTGAGE,73000.0,Verified,16-Dec,Current,debt_consolidation,IL,13,23.89,1,Mar-96,2,18.0,,17,0,17324,79.50%,40,w,10011.28,10011.28,738.46,738.46,438.72,299.74,0.0,0,0,17-Mar,383.01,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,60349,5,7,2,4,4.0,38996,80.0,5,6,11155,80,21800,2,0,4,10,3772,299.0,98.0,0,0,93.0,249,3,3,1,3.0,18.0,3.0,18.0,0,3,7,3,9,16,9,22,7,17,0.0,0,0,7,94.9,100.0,0,0,113150,56320,15300,49067,42.45,10,6.865754953949205,50.0
1340,95963613,103057331,35000,35000,35000, 36 months,0.25,25.0,1386.79,8 years,MORTGAGE,200000.0,Verified,16-Dec,Current,debt_consolidation,KY,17,25.09,0,Dec-82,5,41.0,,28,0,142641,67%,47,f,33655.87,33655.87,2653.32,2653.32,1344.13,1309.19,0.0,0,0,17-Mar,1386.79,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,749605,7,7,1,1,10.0,72195,59.0,6,10,16353,67,172345,0,2,7,14,31233,10140.0,85.0,0,0,166.0,408,3,3,7,3.0,41.0,0.0,41.0,0,7,13,10,12,11,13,28,10,24,,0,0,10,89.0,66.7,0,0,841080,151883,60840,123391,41.25,8,7.306929602291507,50.0
1341,67288907,72090680,28000,28000,28000, 36 months,0.11,11.0,921.87,10+ years,MORTGAGE,270000.0,Verified,16-Dec,Current,small_business,MD,20,2.65,1,1-May,0,17.0,,8,0,14937,66.40%,18,w,26681.57,26681.57,1799.45,1799.45,1318.43,481.02,0.0,0,0,17-Mar,921.87,17-Apr,17-Mar,0,17.0,INDIVIDUAL,,,0,0,412923,0,0,0,0,1.0,0,,1,1,7493,66,22500,0,0,2,1,51615,4736.0,75.5,0,0,187.0,187,8,8,5,8.0,25.0,7.0,25.0,2,4,5,5,8,0,7,13,5,8,0.0,0,1,1,83.3,40.0,0,0,457600,14937,19300,0,40.45,10,6.316713483146068,50.0
1342,95337376,102360327,17000,17000,17000, 36 months,0.14,14.0,580.94,1 year,RENT,56000.0,Verified,16-Dec,Current,credit_card,TN,42,16.25,0,5-May,0,24.0,,5,0,17705,95.70%,8,w,16230.04,16230.04,1128.85,1128.85,769.96,358.89,0.0,0,0,17-Mar,580.94,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,31902,0,2,0,0,88.0,14197,69.0,0,1,6460,82,18500,0,0,0,1,6380,795.0,95.7,0,0,88.0,139,18,18,0,18.0,,,,0,3,3,3,4,4,3,4,3,5,0.0,0,0,0,100.0,100.0,0,0,39000,31902,18500,20500,43.75,1,6.498444521258209,25.0
1343,95222846,102225603,4000,4000,4000, 36 months,0.13,13.0,134.28,10+ years,RENT,68000.0,Verified,16-Dec,Current,other,CO,6,26.02,0,3-Nov,0,24.0,106.0,9,2,19237,92.90%,19,f,3815.4,3815.4,261.48,261.48,184.6,76.88,0.0,0,0,17-Mar,134.28,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,43461,0,3,0,2,14.0,23290,46.0,1,1,6394,60,20700,0,8,0,3,5433,106.0,98.4,0,0,148.0,157,7,7,0,32.0,,,,0,1,4,2,5,9,5,9,4,9,0.0,0,0,1,100.0,100.0,2,0,72893,43461,6500,51193,43.75,10,6.40333660451423,25.0
1344,96190484,103293771,31200,31200,31200, 36 months,0.08,8.0,977.56,10+ years,OWN,175000.0,Verified,16-Dec,Current,debt_consolidation,NY,32,17.0,0,Apr-91,0,59.0,,7,0,203769,82.30%,19,w,29655.23,29655.23,1920.5,1920.5,1544.77,375.73,0.0,0,0,17-Mar,977.56,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,314399,0,1,1,1,9.0,19691,90.0,0,0,16086,86,231800,2,0,3,1,44914,0.0,100.5,0,0,116.0,308,30,9,2,30.0,,9.0,59.0,0,1,4,1,5,4,5,13,4,7,0.0,0,0,1,78.9,100.0,0,0,367510,223460,16000,21850,43.75,10,6.080760095011876,50.0
1345,95437318,102487030,35000,35000,35000, 36 months,0.16,16.0,1230.33,4 years,MORTGAGE,84000.0,Verified,16-Dec,Current,debt_consolidation,GA,10,13.46,0,Aug-94,1,24.0,,7,0,32740,63%,25,w,33461.91,33461.91,2382.93,2382.93,1538.09,844.84,0.0,0,0,17-Mar,1230.33,17-Apr,17-Mar,0,39.0,INDIVIDUAL,,,0,0,311227,2,1,0,1,20.0,4465,50.0,1,4,12757,63,52300,0,0,2,6,44461,11075.0,67.0,0,0,237.0,268,1,1,3,1.0,,1.0,,0,4,5,14,14,4,5,18,7,7,,0,0,2,96.0,25.0,0,0,336228,44661,44300,9000,45.25,4,6.645649080713111,50.0
1346,96187735,103295067,3600,3600,3600, 36 months,0.11,11.0,118.53,1 year,MORTGAGE,66000.0,Source Verified,16-Dec,Current,debt_consolidation,VA,46,1.75,0,Jun-98,0,74.0,75.0,7,1,2793,69.80%,10,f,3430.48,3430.48,231.36,231.36,169.52,61.84,0.0,0,0,17-Mar,118.53,17-Apr,17-Mar,0,74.0,INDIVIDUAL,,,0,0,152546,0,0,0,0,1.0,0,,0,0,1391,70,4000,0,0,0,0,38137,219.0,89.6,0,0,222.0,222,30,30,2,35.0,74.0,,74.0,2,2,3,3,5,0,6,8,3,6,0.0,0,0,0,80.0,100.0,1,0,184000,2793,2100,0,43.75,1,6.309751434034416,50.0
1347,94468344,101422174,5000,5000,5000, 36 months,0.11,11.0,164.86,n/a,MORTGAGE,30000.0,Verified,16-Dec,Current,debt_consolidation,AZ,3,6.72,3,Sep-88,0,11.0,,9,0,3221,42.40%,19,w,4764.91,4764.91,321.74,321.74,235.09,86.65,0.0,0,0,17-Mar,164.86,17-Apr,17-Mar,0,64.0,INDIVIDUAL,,,0,0,53422,0,0,0,2,16.0,0,,0,1,2190,42,7600,0,0,0,4,6678,2018.0,61.2,0,0,107.0,339,17,11,4,17.0,11.0,13.0,11.0,1,3,4,4,5,5,8,10,4,9,0.0,0,0,1,73.7,25.0,0,0,64100,3221,5200,0,43.75,n/a,6.312684365781711,50.0
1348,95638781,102688519,6000,6000,6000, 36 months,0.14,14.0,205.04,7 years,OWN,137000.0,Not Verified,16-Dec,Current,debt_consolidation,NC,33,26.36,0,5-Oct,2,53.0,,19,0,37555,36%,28,w,5728.25,5728.25,398.42,398.42,271.75,126.67,0.0,0,0,17-Mar,205.04,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,267775,4,3,0,1,20.0,34464,40.0,4,7,5191,38,104300,4,9,7,8,14876,39087.0,33.5,0,0,112.0,134,2,2,3,2.0,,0.0,,0,8,13,9,9,7,14,18,13,19,0.0,0,0,4,96.3,12.5,0,0,414275,72019,58800,86717,42.45,7,6.496898465556644,50.0
1349,94470018,101423926,35000,35000,35000, 60 months,0.15,15.0,832.47,10+ years,MORTGAGE,110000.0,Verified,16-Dec,Current,debt_consolidation,TX,43,15.13,0,Jan-00,0,24.0,,10,0,15121,58.40%,37,w,34204.54,34204.54,1592.07,1592.07,795.46,796.61,0.0,0,0,17-Mar,832.47,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,91517,0,1,1,2,11.0,29184,85.0,0,2,4390,74,25900,3,3,3,4,9152,6425.0,64.1,0,0,145.0,203,14,11,1,44.0,,6.0,,0,6,7,6,7,24,8,12,7,10,0.0,0,0,1,100.0,16.7,0,0,122184,44305,17900,34275,44.95,10,4.447424293217119,25.0
1350,96063764,103167483,6025,6025,6025, 36 months,0.21,21.0,228.52,10+ years,RENT,83000.0,Source Verified,16-Dec,Current,other,MA,21,10.72,3,5-Sep,3,22.0,,12,0,1107,14.20%,47,w,5781.6,5781.6,439.06,439.06,243.4,195.66,0.0,0,0,17-Mar,228.52,17-Apr,17-Mar,0,22.0,INDIVIDUAL,,,0,0,39098,10,2,1,1,10.0,37991,62.0,10,10,708,38,7800,2,4,11,11,3258,4021.0,16.2,0,0,133.0,129,1,1,3,1.0,22.0,1.0,22.0,8,2,5,2,11,15,10,28,5,12,0.0,0,3,11,69.6,0.0,0,0,52176,39098,4800,44376,41.75,10,7.057877813504823,50.0
1351,95928095,103023969,6000,6000,6000, 36 months,0.13,13.0,203.59,3 years,RENT,60000.0,Source Verified,16-Dec,Current,debt_consolidation,CO,6,14.78,0,11-May,1,24.0,,9,0,5658,43.20%,21,w,5726.19,5726.19,395.94,395.94,273.81,122.13,0.0,0,0,17-Mar,203.59,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,22584,2,2,0,1,13.0,16926,65.0,3,4,2364,58,13100,1,0,3,5,2509,5997.0,41.2,0,0,67.0,67,6,6,0,6.0,,6.0,,0,2,3,5,13,4,7,17,3,9,0.0,0,0,3,100.0,20.0,0,0,39100,22584,10200,26000,45.25,3,6.453193922561673,25.0
1352,95132893,102135663,10000,10000,10000, 60 months,0.26,26.0,300.83,10+ years,OWN,49000.0,Verified,16-Dec,Current,other,MN,23,29.0,0,4-Apr,0,24.0,67.0,8,1,1883,23.50%,21,w,9833.88,9833.88,565.22,565.22,166.12,399.1,0.0,0,0,17-Mar,300.83,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,26202,0,4,1,3,12.0,24319,65.0,0,2,1036,58,8000,0,1,0,5,3275,1521.0,52.5,0,0,130.0,152,19,12,0,60.0,,19.0,,0,2,3,2,7,8,4,13,3,8,0.0,0,0,1,100.0,0.0,1,0,45483,26202,3200,37483,44.95,10,5.4337372571648395,25.0
1353,95755544,102817256,8000,8000,8000, 36 months,0.23,23.0,308.6,5 years,OWN,65000.0,Source Verified,16-Dec,Current,debt_consolidation,CA,5,17.72,0,5-Aug,0,24.0,,6,0,8893,52.60%,16,w,7683.02,7683.02,591.93,591.93,316.98,274.95,0.0,0,0,17-Mar,308.6,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,26541,0,1,2,3,9.0,15825,75.0,1,2,5826,65,16900,1,0,2,6,4424,355.0,96.1,0,0,116.0,136,8,8,0,8.0,,2.0,,0,2,3,2,4,5,4,9,3,6,0.0,0,0,3,100.0,100.0,0,0,40609,26541,9000,21000,43.75,5,7.142857142857142,25.0
1354,96190449,103293725,10000,10000,10000, 36 months,0.07,7.0,309.87,6 years,RENT,70000.0,Not Verified,16-Dec,Current,debt_consolidation,FL,9,5.83,0,Aug-78,0,24.0,,13,0,9675,15.40%,20,w,9499.41,9499.41,617.53,617.53,500.59,116.94,0.0,0,0,17-Mar,317.72,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,32498,2,0,0,0,161.0,0,,3,6,8261,15,63000,0,0,0,6,2500,36153.0,20.2,0,0,161.0,460,1,1,1,1.0,,13.0,,0,4,6,8,9,1,12,18,6,13,0.0,0,0,3,100.0,12.5,0,0,98300,9675,45300,0,44.95,6,6.099248714907078,25.0
1355,94432746,101373032,16000,16000,16000, 36 months,0.13,13.0,542.89,9 years,MORTGAGE,55000.0,Not Verified,16-Dec,Current,credit_card,TX,43,31.25,2,4-Apr,0,22.0,,16,0,14303,31.40%,49,w,15269.87,15269.87,1055.8,1055.8,730.13,325.67,0.0,0,0,17-Mar,542.89,17-Apr,17-Mar,0,,JOINT,98200.0,21.97,0,0,201813,4,3,2,3,5.0,60706,83.0,3,6,5280,51,45600,2,10,1,9,12613,25297.0,36.1,0,0,142.0,152,1,1,3,1.0,22.0,9.0,22.0,0,8,8,10,19,20,12,26,8,16,0.0,0,0,5,91.8,10.0,0,0,272440,75009,39600,66840,46.25,9,6.462876745895614,50.0
1356,94636566,101591282,6500,6500,6250, 36 months,0.05,5.0,195.75,2 years,MORTGAGE,113000.0,Not Verified,16-Dec,Current,major_purchase,SC,40,12.71,0,3-Sep,0,24.0,,8,0,3197,6.10%,22,f,6165.39,5928.26,386.7,371.83,334.61,52.09,0.0,0,0,17-Mar,195.75,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,344578,0,2,0,2,16.0,22644,58.0,0,1,3197,28,52300,0,2,0,3,43072,34603.0,8.5,0,0,88.0,126,18,16,5,31.0,,15.0,,0,1,1,3,9,6,5,11,1,8,0.0,0,0,0,100.0,0.0,0,0,426887,25841,37800,39064,44.95,2,5.892230193863533,25.0
